tx_id,sender,receiver,amount,timestamp,wallet_age_days
TX00688,WALLET_0435,WALLET_0426,17227.8,2026-01-02 01:09:39,7
TX00689,WALLET_0064,WALLET_0442,36.04,2026-01-25 02:19:13,79
TX00690,WALLET_0126,WALLET_0189,1746.72,2026-01-24 13:25:17,143
TX00691,WALLET_0293,WALLET_0026,12532.9,2026-01-20 15:15:33,91
TX00692,WALLET_0016,WALLET_0067,2573.21,2026-01-21 20:05:57,34
TX00693,WALLET_0369,WALLET_0289,27.3,2026-01-17 12:48:44,295
TX00694,WALLET_0381,WALLET_0317,1850.67,2025-12-31 05:32:04,243
TX00695,WALLET_0371,WALLET_0408,1879.28,2026-01-22 18:36:50,190
TX00696,WALLET_0289,WALLET_0167,1559.95,2026-01-22 08:38:53,101
TX00697,WALLET_0437,WALLET_0429,2515.49,2026-01-13 21:57:05,293
TX00698,WALLET_0062,WALLET_0053,50.36,2026-01-22 20:36:57,14
TX00699,WALLET_0376,WALLET_0412,13640.48,2026-01-24 04:23:15,3
TX00700,WALLET_0217,WALLET_0139,2546.5,2026-01-04 14:49:47,11
TX00701,WALLET_0152,WALLET_0132,74.67,2026-01-06 18:47:47,12
TX00702,WALLET_0106,WALLET_0287,14440.81,2026-01-02 17:42:28,6
TX00703,WALLET_0177,WALLET_0128,18966.85,2026-01-18 08:39:49,149
TX00704,WALLET_0278,WALLET_0049,11.48,2026-01-12 21:04:14,9
TX00705,WALLET_0454,WALLET_0216,32.59,2026-01-19 16:07:58,72
TX00706,WALLET_0114,WALLET_0357,5649.51,2026-01-22 13:37:07,9
TX00707,WALLET_0214,WALLET_0447,2936.09,2026-01-12 08:21:12,31
TX00708,WALLET_0063,WALLET_0070,5953.93,2026-01-15 07:00:09,10
TX00709,WALLET_0359,WALLET_0292,56.35,2026-01-02 23:52:05,8
TX00710,WALLET_0090,WALLET_0036,83.88,2026-01-07 21:44:27,213
TX00711,WALLET_0163,WALLET_0480,43.15,2025-12-28 05:58:18,4
TX00712,WALLET_0005,WALLET_0362,12233.22,2026-01-15 15:34:42,15
TX00713,WALLET_0249,WALLET_0307,94.35,2026-01-22 21:20:23,147
TX00714,WALLET_0461,WALLET_0233,6172.33,2025-12-28 08:13:04,6
TX00715,WALLET_0290,WALLET_0225,10.38,2025-12-30 00:31:33,45
TX00716,WALLET_0244,WALLET_0016,2546.87,2026-01-07 22:57:10,93
TX00717,WALLET_0143,WALLET_0446,64.22,2026-01-06 18:30:04,146
TX00718,WALLET_0238,WALLET_0007,2525.9,2026-01-22 14:19:10,11
TX00719,WALLET_0294,WALLET_0221,55.79,2026-01-16 13:13:06,133
TX00720,WALLET_0197,WALLET_0179,17197.87,2026-01-23 10:32:22,9
TX00721,WALLET_0145,WALLET_0212,34.56,2026-01-02 06:29:46,134
TX00722,WALLET_0170,WALLET_0215,8187.28,2026-01-01 00:13:11,49
TX00723,WALLET_0061,WALLET_0185,54.78,2026-01-13 03:49:39,12
TX00724,WALLET_0081,WALLET_0080,1692.76,2026-01-20 06:32:28,234
TX00725,WALLET_0246,WALLET_0004,1633.57,2026-01-03 04:31:56,65
TX00726,WALLET_0414,WALLET_0416,17771.86,2025-12-28 08:17:38,296
TX00727,WALLET_0028,WALLET_0065,39.99,2026-01-11 04:39:42,175
TX00728,WALLET_0457,WALLET_0394,6236.87,2026-01-19 12:42:34,4
TX00729,WALLET_0181,WALLET_0201,74.34,2026-01-23 09:41:12,1
TX00730,WALLET_0168,WALLET_0457,1236.23,2026-01-16 21:41:05,118
TX00731,WALLET_0275,WALLET_0075,13453.91,2026-01-01 09:43:42,65
TX00732,WALLET_0292,WALLET_0290,15083.1,2025-12-27 22:25:44,5
TX00733,WALLET_0109,WALLET_0436,1671.76,2026-01-09 07:57:52,172
TX00734,WALLET_0140,WALLET_0184,99.99,2026-01-01 09:41:13,114
TX00735,WALLET_0460,WALLET_0442,60.78,2026-01-10 01:44:55,13
TX00736,WALLET_0016,WALLET_0209,37.32,2026-01-13 15:29:30,117
TX00737,WALLET_0142,WALLET_0477,82.58,2026-01-05 19:15:04,6
TX00738,WALLET_0344,WALLET_0349,1109.04,2026-01-01 05:53:35,13
TX00739,WALLET_0173,WALLET_0036,63.66,2026-01-25 09:14:07,12
TX00740,WALLET_0269,WALLET_0424,23.3,2026-01-10 00:51:38,167
TX00741,WALLET_0454,WALLET_0210,20.44,2025-12-30 07:29:02,12
TX00742,WALLET_0067,WALLET_0443,2510.28,2025-12-27 14:12:05,14
TX00743,WALLET_0135,WALLET_0240,11395.01,2026-01-09 04:13:36,74
TX00744,WALLET_0082,WALLET_0250,23.73,2026-01-15 17:23:41,14
TX00745,WALLET_0232,WALLET_0347,1499.95,2026-01-23 19:47:54,14
TX00746,WALLET_0144,WALLET_0224,2378.63,2025-12-28 21:18:26,11
TX00747,WALLET_0351,WALLET_0158,25.17,2026-01-14 18:15:27,225
TX00748,WALLET_0427,WALLET_0150,1534.48,2026-01-02 21:27:03,153
TX00749,WALLET_0226,WALLET_0397,96.71,2026-01-17 12:32:41,15
TX00750,WALLET_0015,WALLET_0231,17501.66,2026-01-19 23:20:06,11
TX00751,WALLET_0375,WALLET_0313,12872.07,2026-01-15 20:54:56,12
TX00752,WALLET_0452,WALLET_0353,1609.99,2026-01-10 23:51:37,265
TX00753,WALLET_0181,WALLET_0175,70.11,2026-01-01 22:26:20,14
TX00754,WALLET_0084,WALLET_0226,9160.26,2026-01-19 16:53:01,169
TX00755,WALLET_0032,WALLET_0102,19458.19,2026-01-20 21:52:20,138
TX00756,WALLET_0342,WALLET_0041,2271.68,2026-01-07 05:19:04,13
TX00757,WALLET_0491,WALLET_0161,16456.87,2026-01-14 18:20:40,197
TX00758,WALLET_0266,WALLET_0280,1922.32,2026-01-20 12:54:43,11
TX00759,WALLET_0431,WALLET_0137,14293.04,2026-01-22 05:38:23,270
TX00760,WALLET_0186,WALLET_0319,37.26,2026-01-01 18:52:18,13
TX00761,WALLET_0256,WALLET_0224,6.12,2026-01-04 11:06:06,13
TX00762,WALLET_0120,WALLET_0183,2737.95,2026-01-05 22:11:14,13
TX00763,WALLET_0210,WALLET_0219,13267.31,2026-01-19 16:42:16,241
TX00764,WALLET_0202,WALLET_0476,1212.47,2026-01-04 01:35:18,40
TX00765,WALLET_0006,WALLET_0173,52.27,2026-01-11 04:08:13,262
TX00766,WALLET_0202,WALLET_0173,17787.63,2025-12-30 12:16:06,61
TX00767,WALLET_0242,WALLET_0340,15897.7,2026-01-01 10:08:01,284
TX00768,WALLET_0168,WALLET_0248,46.16,2026-01-12 04:43:09,12
TX00769,WALLET_0025,WALLET_0352,55.98,2026-01-03 05:55:27,13
TX00770,WALLET_0386,WALLET_0439,688.7,2026-01-01 14:52:58,2
TX00771,WALLET_0299,WALLET_0240,11582.17,2026-01-07 01:47:23,55
TX00772,WALLET_0203,WALLET_0432,75.19,2026-01-19 23:29:07,128
TX00773,WALLET_0117,WALLET_0243,12893.66,2026-01-12 07:07:43,14
TX00774,WALLET_0129,WALLET_0280,2229.21,2026-01-10 05:54:18,131
TX00775,WALLET_0122,WALLET_0141,58.68,2026-01-21 01:41:37,280
TX00776,WALLET_0287,WALLET_0388,15085.27,2026-01-07 15:57:45,7
TX00777,WALLET_0230,WALLET_0310,17997.69,2025-12-31 03:10:32,201
TX00778,WALLET_0358,WALLET_0380,6594.41,2026-01-21 13:51:18,228
TX00779,WALLET_0343,WALLET_0454,1448.14,2026-01-18 13:05:15,4
TX00780,WALLET_0100,WALLET_0024,14343.74,2026-01-16 11:54:02,8
TX00781,WALLET_0020,WALLET_0195,7122.82,2026-01-15 11:56:23,266
TX00782,WALLET_0017,WALLET_0007,6206.39,2026-01-08 06:57:18,169
TX00783,WALLET_0376,WALLET_0174,8709.41,2026-01-13 09:33:57,51
TX00784,WALLET_0312,WALLET_0038,9898.13,2026-01-24 09:59:01,285
TX00785,WALLET_0021,WALLET_0124,17955.61,2026-01-15 21:55:55,85
TX00786,WALLET_0484,WALLET_0276,9793.44,2026-01-22 00:46:43,147
TX00787,WALLET_0325,WALLET_0123,2567.5,2025-12-29 07:00:21,11
TX00788,WALLET_0090,WALLET_0249,7059.53,2025-12-28 06:33:20,3
TX00789,WALLET_0402,WALLET_0159,9191.83,2026-01-15 22:04:07,15
TX00790,WALLET_0315,WALLET_0260,66.29,2026-01-02 13:34:14,31
TX00791,WALLET_0033,WALLET_0263,991.44,2026-01-04 19:59:02,73
TX00792,WALLET_0222,WALLET_0287,2004.71,2026-01-09 00:18:28,215
TX00793,WALLET_0223,WALLET_0128,1698.4,2026-01-03 08:19:23,8
TX00794,WALLET_0485,WALLET_0470,96.24,2026-01-04 22:37:43,223
TX00795,WALLET_0259,WALLET_0053,10081.71,2026-01-01 03:32:33,293
TX00796,WALLET_0268,WALLET_0183,38.62,2025-12-27 06:26:04,49
TX00797,WALLET_0279,WALLET_0363,38.88,2026-01-02 18:22:07,10
TX00798,WALLET_0419,WALLET_0110,1269.77,2026-01-08 03:05:24,1
TX00799,WALLET_0304,WALLET_0187,2519.53,2025-12-29 12:13:28,112
TX00800,WALLET_0199,WALLET_0018,7872.73,2026-01-20 06:01:28,138
TX00801,WALLET_0383,WALLET_0431,981.66,2026-01-23 01:09:49,8
TX00802,WALLET_0335,WALLET_0046,13536.85,2026-01-17 09:52:56,13
TX00803,WALLET_0357,WALLET_0376,59.21,2026-01-19 18:36:20,283
TX00804,WALLET_0043,WALLET_0274,2647.73,2026-01-25 03:36:02,15
TX00805,WALLET_0334,WALLET_0193,7515.08,2025-12-29 23:21:30,300
TX00806,WALLET_0244,WALLET_0456,92.44,2026-01-05 10:13:44,10
TX00807,WALLET_0155,WALLET_0139,34.23,2026-01-13 13:35:10,158
TX00808,WALLET_0481,WALLET_0338,1964.29,2026-01-21 05:21:14,160
TX00809,WALLET_0018,WALLET_0390,78.81,2025-12-31 18:06:13,4
TX00810,WALLET_0499,WALLET_0030,72.02,2026-01-04 09:32:30,241
TX00811,WALLET_0236,WALLET_0198,1768.23,2026-01-17 23:01:06,203
TX00812,WALLET_0372,WALLET_0064,72.45,2026-01-12 08:38:39,10
TX00813,WALLET_0031,WALLET_0243,1380.1,2026-01-15 12:59:46,48
TX00814,WALLET_0071,WALLET_0186,17670.11,2026-01-08 14:13:19,294
TX00815,WALLET_0097,WALLET_0410,1517.47,2026-01-14 04:59:50,103
TX00816,WALLET_0063,WALLET_0236,1403.07,2026-01-20 15:46:49,167
TX00817,WALLET_0481,WALLET_0311,2883.42,2026-01-07 10:19:28,203
TX00818,WALLET_0179,WALLET_0401,44.65,2026-01-11 13:46:43,103
TX00819,WALLET_0376,WALLET_0030,1622.73,2025-12-29 04:13:37,11
TX00820,WALLET_0495,WALLET_0387,35.62,2026-01-22 17:07:16,186
TX00821,WALLET_0382,WALLET_0012,13973.32,2026-01-11 22:42:50,15
TX00822,WALLET_0274,WALLET_0077,17.6,2026-01-09 06:49:43,9
TX00823,WALLET_0496,WALLET_0250,30.99,2026-01-08 09:40:51,11
TX00824,WALLET_0279,WALLET_0365,8281.44,2026-01-22 06:30:53,7
TX00825,WALLET_0450,WALLET_0470,55.54,2026-01-20 02:00:59,5
TX00826,WALLET_0173,WALLET_0231,9706.7,2026-01-24 16:20:48,8
TX00827,WALLET_0009,WALLET_0265,85.32,2026-01-07 04:48:00,10
TX00828,WALLET_0299,WALLET_0230,40.19,2026-01-18 02:01:18,13
TX00829,WALLET_0119,WALLET_0301,640.66,2025-12-28 07:46:56,14
TX00830,WALLET_0308,WALLET_0379,15502.8,2026-01-23 21:36:32,5
TX00831,WALLET_0120,WALLET_0407,38.22,2026-01-07 07:47:35,12
TX00832,WALLET_0303,WALLET_0333,73.64,2026-01-23 02:29:53,236
TX00833,WALLET_0378,WALLET_0010,774.23,2026-01-16 17:47:29,14
TX00834,WALLET_0215,WALLET_0367,19698.3,2026-01-24 23:28:32,295
TX00835,WALLET_0496,WALLET_0011,84.01,2026-01-25 14:11:07,14
TX00836,WALLET_0300,WALLET_0221,1635.91,2026-01-08 03:25:00,14
TX00837,WALLET_0156,WALLET_0362,1646.92,2026-01-08 01:21:15,2
TX00838,WALLET_0354,WALLET_0098,66.6,2025-12-27 20:33:57,10
TX00839,WALLET_0311,WALLET_0295,13603.15,2026-01-14 18:28:05,7
TX00840,WALLET_0070,WALLET_0443,6829.32,2026-01-01 06:11:16,141
TX00841,WALLET_0114,WALLET_0201,72.24,2026-01-09 21:25:55,157
TX00842,WALLET_0074,WALLET_0144,8138.19,2026-01-04 07:40:19,1
TX00843,WALLET_0358,WALLET_0204,13395.41,2026-01-08 16:15:49,236
TX00844,WALLET_0417,WALLET_0380,18212.51,2026-01-19 10:12:58,122
TX00845,WALLET_0466,WALLET_0335,18492.86,2026-01-05 10:54:26,274
TX00846,WALLET_0120,WALLET_0168,19243.76,2026-01-23 01:30:48,14
TX00847,WALLET_0496,WALLET_0041,14434.1,2025-12-29 04:10:21,78
TX00848,WALLET_0079,WALLET_0190,17834.8,2025-12-27 17:57:52,14
TX00849,WALLET_0066,WALLET_0021,11654.28,2026-01-24 07:15:05,6
TX00850,WALLET_0318,WALLET_0385,70.99,2026-01-19 19:26:17,3
TX00851,WALLET_0228,WALLET_0262,32.4,2026-01-11 10:37:24,248
TX00852,WALLET_0295,WALLET_0339,2833.48,2026-01-06 10:16:07,7
TX00853,WALLET_0486,WALLET_0021,22.45,2025-12-28 11:25:10,10
TX00854,WALLET_0128,WALLET_0093,1259.83,2025-12-26 23:53:10,14
TX00855,WALLET_0246,WALLET_0136,1972.98,2025-12-31 11:48:45,9
TX00856,WALLET_0443,WALLET_0129,2326.31,2026-01-16 15:36:38,8
TX00857,WALLET_0399,WALLET_0059,11027.18,2026-01-20 09:49:24,225
TX00858,WALLET_0145,WALLET_0018,5552.24,2026-01-10 23:45:14,120
TX00859,WALLET_0091,WALLET_0320,86.43,2026-01-20 10:43:42,205
TX00860,WALLET_0357,WALLET_0343,2777.79,2026-01-18 14:39:28,8
TX00861,WALLET_0335,WALLET_0119,2370.32,2026-01-03 02:56:18,12
TX00862,WALLET_0070,WALLET_0181,14565.83,2026-01-25 07:50:00,259
TX00863,WALLET_0414,WALLET_0112,2468.52,2026-01-03 08:17:28,12
TX00864,WALLET_0471,WALLET_0418,7545.7,2026-01-15 12:40:51,3
TX00865,WALLET_0027,WALLET_0407,87.26,2026-01-20 08:36:54,4
TX00866,WALLET_0395,WALLET_0428,5524.54,2026-01-17 12:55:59,223
TX00867,WALLET_0325,WALLET_0484,1433.78,2026-01-24 07:09:20,70
TX00868,WALLET_0451,WALLET_0297,6506.34,2026-01-18 13:21:41,179
TX00869,WALLET_0058,WALLET_0015,1124.7,2025-12-30 03:48:48,109
TX00870,WALLET_0408,WALLET_0404,5329.63,2026-01-17 06:09:54,3
TX00871,WALLET_0180,WALLET_0340,2313.44,2025-12-28 00:09:37,215
TX00872,WALLET_0301,WALLET_0007,669.63,2026-01-19 19:39:27,9
TX00873,WALLET_0166,WALLET_0231,1990.82,2026-01-18 04:13:13,13
TX00874,WALLET_0224,WALLET_0205,18140.15,2026-01-22 22:14:06,1
TX00875,WALLET_0341,WALLET_0439,1172.67,2026-01-07 21:53:52,70
TX00876,WALLET_0047,WALLET_0483,5571.86,2025-12-28 05:50:58,58
TX00877,WALLET_0248,WALLET_0107,66.8,2026-01-16 12:35:46,13
TX00878,WALLET_0047,WALLET_0492,19438.77,2026-01-08 11:26:21,12
TX00879,WALLET_0273,WALLET_0272,78.12,2026-01-11 12:35:16,253
TX00880,WALLET_0204,WALLET_0359,1185.58,2026-01-22 15:54:38,13
TX00881,WALLET_0135,WALLET_0241,24.69,2026-01-17 13:36:01,2
TX00882,WALLET_0443,WALLET_0040,1493.17,2026-01-18 13:31:37,132
TX00883,WALLET_0458,WALLET_0366,72.86,2026-01-08 01:09:31,10
TX00884,WALLET_0120,WALLET_0115,48.39,2026-01-24 12:59:23,15
TX00885,WALLET_0155,WALLET_0082,23.34,2026-01-16 19:19:57,220
TX00886,WALLET_0087,WALLET_0317,2915.73,2026-01-13 14:58:47,196
TX00887,WALLET_0340,WALLET_0007,1743.1,2026-01-20 05:44:36,55
TX00888,WALLET_0206,WALLET_0156,61.34,2025-12-28 13:38:35,210
TX00889,WALLET_0301,WALLET_0151,2386.2,2026-01-04 05:55:41,7
TX00890,WALLET_0117,WALLET_0090,2240.46,2025-12-31 12:57:05,4
TX00891,WALLET_0453,WALLET_0138,93.55,2026-01-12 04:30:20,13
TX00892,WALLET_0388,WALLET_0119,54.08,2026-01-07 02:22:40,112
TX00893,WALLET_0437,WALLET_0374,9.42,2026-01-04 11:54:42,127
TX00894,WALLET_0404,WALLET_0185,851.92,2026-01-01 16:34:08,7
TX00895,WALLET_0084,WALLET_0457,17595.9,2026-01-15 00:53:23,2
TX00896,WALLET_0085,WALLET_0183,86.93,2025-12-27 22:01:59,145
TX00897,WALLET_0425,WALLET_0193,2814.68,2026-01-15 06:55:06,5
TX00898,WALLET_0099,WALLET_0367,2722.58,2026-01-08 08:47:31,244
TX00899,WALLET_0025,WALLET_0461,2726.32,2026-01-02 00:30:53,3
TX00900,WALLET_0306,WALLET_0153,1557.15,2025-12-29 05:56:14,269
TX00901,WALLET_0150,WALLET_0062,1177.6,2025-12-31 19:16:57,4
TX00902,WALLET_0047,WALLET_0172,67.54,2026-01-19 16:38:51,13
TX00903,WALLET_0444,WALLET_0230,34.69,2026-01-11 22:37:50,73
TX00904,WALLET_0471,WALLET_0235,19.38,2026-01-13 02:12:50,13
TX00905,WALLET_0418,WALLET_0192,1299.39,2026-01-03 05:55:09,46
TX00906,WALLET_0224,WALLET_0321,54.75,2026-01-18 01:47:42,9
TX00907,WALLET_0364,WALLET_0164,17460.71,2026-01-11 15:02:29,129
TX00908,WALLET_0347,WALLET_0351,74.44,2026-01-22 18:18:18,196
TX00909,WALLET_0358,WALLET_0039,2093.56,2026-01-03 18:41:00,3
TX00910,WALLET_0479,WALLET_0319,2209.76,2025-12-26 18:44:46,6
TX00911,WALLET_0323,WALLET_0067,46.67,2026-01-11 08:36:01,14
TX00912,WALLET_0057,WALLET_0186,1566.31,2026-01-24 21:54:59,4
TX00913,WALLET_0367,WALLET_0145,2064.95,2026-01-03 01:07:29,1
TX00914,WALLET_0219,WALLET_0011,15807.47,2026-01-13 17:46:08,7
TX00915,WALLET_0177,WALLET_0385,904.83,2026-01-08 04:23:07,8
TX00916,WALLET_0182,WALLET_0426,12526.99,2026-01-15 08:11:43,130
TX00917,WALLET_0364,WALLET_0182,2329.15,2026-01-17 04:26:38,12
TX00918,WALLET_0117,WALLET_0334,83.71,2026-01-15 14:29:40,15
TX00919,WALLET_0444,WALLET_0492,2911.9,2026-01-14 11:48:59,8
TX00920,WALLET_0400,WALLET_0459,7908.88,2025-12-29 16:13:42,283
TX00921,WALLET_0382,WALLET_0189,13.92,2026-01-20 00:13:00,7
TX00922,WALLET_0053,WALLET_0086,2141.06,2026-01-19 01:51:54,9
TX00923,WALLET_0181,WALLET_0436,13.24,2026-01-18 05:47:20,245
TX00924,WALLET_0454,WALLET_0363,1285.55,2026-01-06 20:41:04,15
TX00925,WALLET_0339,WALLET_0095,1572.71,2026-01-20 18:15:04,6
TX00926,WALLET_0219,WALLET_0130,5590.71,2026-01-16 11:51:37,90
TX00927,WALLET_0410,WALLET_0303,53.8,2026-01-16 20:52:09,97
TX00928,WALLET_0329,WALLET_0190,2078.31,2026-01-10 11:35:25,271
TX00929,WALLET_0267,WALLET_0311,10153.53,2025-12-28 06:20:02,11
TX00930,WALLET_0327,WALLET_0095,55.67,2026-01-21 18:37:16,8
TX00931,WALLET_0006,WALLET_0318,75.15,2026-01-08 01:30:28,252
TX00932,WALLET_0287,WALLET_0386,41.05,2025-12-29 15:56:02,211
TX00933,WALLET_0049,WALLET_0315,48.75,2026-01-21 22:43:13,7
TX00934,WALLET_0068,WALLET_0172,18934.04,2026-01-07 22:08:37,79
TX00935,WALLET_0107,WALLET_0403,15480.34,2026-01-17 04:55:33,94
TX00936,WALLET_0156,WALLET_0476,933.77,2026-01-11 08:39:16,14
TX00937,WALLET_0035,WALLET_0333,7630.98,2026-01-11 19:15:52,168
TX00938,WALLET_0269,WALLET_0430,2290.64,2026-01-04 11:03:14,78
TX00939,WALLET_0440,WALLET_0112,19925.37,2025-12-30 12:48:49,14
TX00940,WALLET_0397,WALLET_0214,517.63,2026-01-17 11:27:16,11
TX00941,WALLET_0082,WALLET_0077,1914.73,2025-12-28 13:03:06,93
TX00942,WALLET_0103,WALLET_0486,784.71,2026-01-20 09:21:39,139
TX00943,WALLET_0351,WALLET_0478,2283.58,2026-01-04 19:47:39,48
TX00944,WALLET_0123,WALLET_0422,1316.71,2025-12-28 19:38:50,221
TX00945,WALLET_0417,WALLET_0001,2674.59,2026-01-15 18:12:34,126
TX00946,WALLET_0246,WALLET_0354,2545.17,2026-01-07 14:37:24,160
TX00947,WALLET_0364,WALLET_0405,22.03,2026-01-12 15:32:11,11
TX00948,WALLET_0077,WALLET_0084,1788.44,2026-01-07 04:50:28,13
TX00949,WALLET_0226,WALLET_0457,1857.77,2026-01-15 07:49:50,66
TX00950,WALLET_0334,WALLET_0173,9481.77,2025-12-30 10:36:14,4
TX00951,WALLET_0020,WALLET_0368,72.16,2026-01-20 05:47:51,5
TX00952,WALLET_0257,WALLET_0150,19987.76,2025-12-30 05:16:33,6
TX00953,WALLET_0473,WALLET_0080,2779.36,2026-01-21 16:11:30,190
TX00954,WALLET_0217,WALLET_0339,31.51,2026-01-19 11:22:55,3
TX00955,WALLET_0213,WALLET_0198,6642.66,2026-01-04 18:06:49,192
TX00956,WALLET_0290,WALLET_0153,982.13,2026-01-04 05:35:17,129
TX00957,WALLET_0423,WALLET_0161,48.33,2026-01-24 06:11:38,15
TX00958,WALLET_0277,WALLET_0163,14983.69,2026-01-25 12:54:29,222
TX00959,WALLET_0364,WALLET_0051,938.26,2026-01-09 15:46:54,4
TX00960,WALLET_0249,WALLET_0288,2639.03,2026-01-18 12:20:58,9
TX00961,WALLET_0324,WALLET_0338,2665.43,2026-01-16 15:30:42,212
TX00962,WALLET_0324,WALLET_0282,71.32,2026-01-06 21:35:54,14
TX00963,WALLET_0403,WALLET_0047,19116.56,2025-12-29 09:59:46,6
TX00964,WALLET_0145,WALLET_0202,12837.41,2026-01-10 06:40:05,77
TX00965,WALLET_0255,WALLET_0298,1614.44,2025-12-31 21:55:54,175
TX00966,WALLET_0263,WALLET_0164,2363.15,2026-01-05 20:13:53,268
TX00967,WALLET_0274,WALLET_0038,1661.0,2026-01-12 15:32:43,183
TX00968,WALLET_0053,WALLET_0073,94.36,2026-01-23 06:30:52,177
TX00969,WALLET_0117,WALLET_0010,17273.02,2025-12-31 11:50:45,132
TX00970,WALLET_0377,WALLET_0192,8553.29,2026-01-06 13:23:05,54
TX00971,WALLET_0270,WALLET_0133,59.59,2026-01-23 21:05:12,283
TX00972,WALLET_0119,WALLET_0197,1320.33,2026-01-15 11:46:37,43
TX00973,WALLET_0228,WALLET_0230,12411.94,2026-01-16 12:01:44,6
TX00974,WALLET_0444,WALLET_0404,78.38,2026-01-16 19:32:04,107
TX00975,WALLET_0425,WALLET_0075,1633.2,2026-01-16 12:43:14,300
TX00976,WALLET_0463,WALLET_0408,48.13,2026-01-11 21:04:43,10
TX00977,WALLET_0281,WALLET_0126,2733.3,2026-01-22 00:11:54,60
TX00978,WALLET_0112,WALLET_0037,17960.35,2026-01-05 22:09:57,14
TX00979,WALLET_0306,WALLET_0481,16204.69,2025-12-30 22:51:21,128
TX00980,WALLET_0391,WALLET_0223,7658.95,2026-01-17 13:59:05,8
TX00981,WALLET_0369,WALLET_0097,928.65,2025-12-27 20:25:21,7
TX00982,WALLET_0062,WALLET_0174,5393.01,2026-01-04 17:24:11,137
TX00983,WALLET_0027,WALLET_0399,12423.33,2026-01-19 19:58:11,13
TX00984,WALLET_0290,WALLET_0016,12167.79,2026-01-15 11:38:03,2
TX00985,WALLET_0458,WALLET_0240,2083.12,2026-01-19 17:41:33,163
TX00986,WALLET_0452,WALLET_0498,26.35,2026-01-06 01:45:31,173
TX00987,WALLET_0482,WALLET_0272,18721.69,2026-01-13 14:08:46,15
TX00988,WALLET_0351,WALLET_0447,909.47,2026-01-02 11:24:05,13
TX00989,WALLET_0114,WALLET_0093,1438.5,2026-01-05 20:05:51,3
TX00990,WALLET_0077,WALLET_0468,94.94,2025-12-28 15:59:52,3
TX00991,WALLET_0444,WALLET_0314,9615.63,2025-12-30 08:23:30,4
TX00992,WALLET_0099,WALLET_0225,84.81,2025-12-30 16:12:00,8
TX00993,WALLET_0101,WALLET_0381,1471.41,2026-01-24 13:23:09,265
TX00994,WALLET_0485,WALLET_0463,17803.9,2026-01-24 00:59:55,4
TX00995,WALLET_0384,WALLET_0339,21.3,2026-01-02 18:11:23,274
TX00996,WALLET_0127,WALLET_0031,73.86,2026-01-05 22:43:47,53
TX00997,WALLET_0246,WALLET_0327,19554.07,2026-01-11 08:39:35,265
TX00998,WALLET_0383,WALLET_0161,16.81,2026-01-06 05:24:06,8
TX00999,WALLET_0467,WALLET_0460,39.64,2025-12-29 18:50:14,14
TX01000,WALLET_0333,WALLET_0052,90.52,2026-01-14 09:22:26,273
TX01001,WALLET_0340,WALLET_0378,41.04,2026-01-22 21:10:18,6
TX01002,WALLET_0447,WALLET_0068,7163.91,2025-12-31 23:16:41,138
TX01003,WALLET_0083,WALLET_0222,69.76,2026-01-23 12:37:10,236
TX01004,WALLET_0129,WALLET_0160,21.97,2026-01-18 16:02:00,15
TX01005,WALLET_0146,WALLET_0305,13813.09,2026-01-23 23:24:13,168
TX01006,WALLET_0360,WALLET_0253,12776.84,2025-12-29 11:24:29,3
TX01007,WALLET_0092,WALLET_0046,71.26,2025-12-28 20:49:03,12
TX01008,WALLET_0238,WALLET_0054,7489.82,2026-01-15 23:34:30,61
TX01009,WALLET_0258,WALLET_0421,2073.0,2026-01-01 15:37:13,82
TX01010,WALLET_0397,WALLET_0107,12998.57,2026-01-16 09:57:17,152
TX01011,WALLET_0275,WALLET_0164,1598.11,2026-01-17 10:59:50,5
TX01012,WALLET_0205,WALLET_0375,31.96,2025-12-29 14:15:42,166
TX01013,WALLET_0132,WALLET_0434,23.58,2026-01-17 13:05:07,15
TX01014,WALLET_0005,WALLET_0422,1736.74,2026-01-17 17:11:26,13
TX01015,WALLET_0308,WALLET_0387,85.22,2025-12-29 12:07:33,13
TX01016,WALLET_0356,WALLET_0120,9684.23,2026-01-06 07:06:50,14
TX01017,WALLET_0180,WALLET_0307,22.36,2025-12-30 10:12:40,280
TX01018,WALLET_0216,WALLET_0348,17475.85,2026-01-06 08:49:07,2
TX01019,WALLET_0488,WALLET_0280,78.72,2026-01-09 08:11:12,294
TX01020,WALLET_0237,WALLET_0423,77.49,2026-01-11 04:14:16,12
TX01021,WALLET_0005,WALLET_0411,39.66,2025-12-28 06:26:47,38
TX01022,WALLET_0280,WALLET_0450,8055.92,2026-01-20 16:14:59,5
TX01023,WALLET_0490,WALLET_0068,1982.34,2026-01-18 20:22:44,9
TX01024,WALLET_0363,WALLET_0454,12181.83,2026-01-07 21:35:14,139
TX01025,WALLET_0247,WALLET_0492,14055.76,2025-12-28 08:08:38,80
TX01026,WALLET_0193,WALLET_0381,2586.8,2026-01-01 20:29:56,12
TX01027,WALLET_0462,WALLET_0366,2601.12,2026-01-24 03:32:41,151
TX01028,WALLET_0323,WALLET_0006,12113.88,2026-01-18 17:18:30,13
TX01029,WALLET_0430,WALLET_0319,581.5,2026-01-08 21:56:01,6
TX01030,WALLET_0432,WALLET_0164,19607.73,2026-01-08 05:51:52,5
TX01031,WALLET_0498,WALLET_0049,33.71,2026-01-24 17:58:29,87
